,Location,Day,month,dayhalf,age,First F,First M,Female count,Male count,Gender,crimetype
393,Udupi,2.0,7.0,1.0,40.0,1,0,1,0,1,Accident case
394,Karkala,4.0,2.0,0.0,39.0,0,0,2,2,2,Accident case
395,Karkala,5.0,2.0,0.0,39.0,0,0,0,2,2,Accident case
397,Karkala,5.0,2.0,1.0,35.0,0,0,0,6,2,Violence Act in case
398,Shankaranarayana,3.0,2.0,0.0,39.0,0,0,2,1,2,Other case
399,Udupi,4.0,2.0,0.0,39.0,1,0,1,0,1,Accident case
400,Shankaranarayana,2.0,7.0,0.0,39.0,0,0,0,0,2,Theft case
401,Shankaranarayana,2.0,1.0,1.0,2.0,0,0,0,1,2,Violence Act in case
402,Kota,1.0,2.0,1.0,30.0,1,0,1,0,1,Accident case
403,Kundapur,3.0,2.0,1.0,39.0,1,0,1,0,1,Accident case
404,Shankaranarayana,2.0,7.0,0.0,39.0,1,0,1,1,1,Other case
405,Manipal,1.0,2.0,1.0,40.0,1,0,2,0,1,Accident case
406,Hebri,1.0,2.0,1.0,51.0,0,1,0,3,0,Accident case
407,Byndoor,2.0,7.0,0.0,38.0,0,0,0,0,2,Other case
408,Kundapur,6.0,2.0,0.0,39.0,0,0,0,1,2,Other case
409,Udupi,1.0,2.0,0.0,27.0,1,0,1,0,1,Accident case
410,Udupi,1.0,2.0,0.0,53.0,0,0,0,1,2,Accident case
411,Manipal,1.0,2.0,0.0,39.0,0,0,0,1,2,Accident case
412,Manipal,1.0,2.0,0.0,35.0,1,0,1,0,1,Accident case
413,Kota,6.0,2.0,0.0,17.0,0,0,0,2,2,Accident case
415,Byndoor,2.0,7.0,0.0,39.0,0,0,0,1,2,Other case
416,Byndoor,2.0,6.0,1.0,49.0,0,0,0,2,2,Accident case
417,Ajekar,2.0,6.0,0.0,44.0,1,0,3,0,1,Accident case
418,Udupi,2.0,6.0,1.0,19.0,1,0,1,0,1,Accident case
419,Karkala,0.0,6.0,0.0,3.0,1,0,4,14,1,Other case
420,Kota,1.0,6.0,1.0,28.0,0,1,0,2,0,Other case
422,Kota,0.0,6.0,0.0,36.0,0,0,0,1,2,Accident case
423,Kota,1.0,6.0,0.0,35.0,0,0,0,0,2,Other case
424,Byndoor,0.0,6.0,1.0,39.0,1,0,2,1,1,Accident case
425,Udupi,0.0,6.0,0.0,61.0,0,0,1,2,2,Accident case
426,Karkala,0.0,6.0,1.0,39.0,1,0,1,0,1,Accident case
427,Udupi,0.0,6.0,1.0,37.0,1,0,4,1,1,Accident case
428,Hiriyadka,6.0,6.0,0.0,27.0,1,0,2,0,1,Accident case
429,Manipal,6.0,6.0,0.0,22.0,1,0,1,0,1,Accident case
431,Karkala,6.0,6.0,0.0,22.0,0,0,0,1,2,Accident case
432,Hebri,4.0,6.0,0.0,43.0,1,0,3,2,1,Accident case
433,Udupi,2.0,7.0,1.0,34.0,0,0,0,0,2,Theft case
434,Udupi,1.0,10.0,0.0,48.0,1,0,7,3,1,Fraud case
435,Ajekar,2.0,7.0,0.0,26.0,0,0,0,2,2,Jugari case
437,Karkala,2.0,7.0,0.0,50.0,1,0,2,0,1,Accident case
438,Karkala,2.0,7.0,1.0,37.0,1,0,1,1,1,Accident case
440,Hebri,1.0,7.0,1.0,20.0,1,0,1,1,1,Accident case
441,Kota,2.0,7.0,1.0,26.0,1,0,1,0,1,Accident case
442,Manipal,2.0,7.0,0.0,47.0,1,0,1,1,1,Accident case
443,Udupi,6.0,7.0,0.0,74.0,1,0,5,2,1,Accident case
444,Udupi,6.0,1.0,0.0,39.0,1,0,2,3,1,Fraud case
445,Udupi,6.0,7.0,0.0,38.0,1,0,1,0,1,Accident case
446,Manipal,2.0,7.0,0.0,20.0,1,0,1,0,1,Accident case
447,Manipal,1.0,7.0,0.0,39.0,1,0,2,1,1,Accident case
448,Kota,1.0,7.0,0.0,50.0,1,0,13,0,1,Other case
449,Manipal,1.0,7.0,1.0,39.0,0,0,1,2,2,Other case
450,Kundapur,3.0,7.0,1.0,31.0,0,0,0,1,2,Theft case
451,Manipal,1.0,7.0,0.0,66.0,1,0,2,0,1,Theft case
452,Udupi,6.0,7.0,0.0,55.0,1,0,1,1,1,Missing case
455,Karkala,0.0,7.0,1.0,54.0,1,0,5,1,1,Accident case
456,Shankaranarayana,6.0,7.0,1.0,29.0,1,0,3,5,1,Other case
457,Udupi,5.0,7.0,0.0,26.0,0,0,0,0,2,Theft case
458,Hiriyadka,2.0,7.0,0.0,30.0,0,0,0,2,2,Missing case
460,Shankaranarayana,4.0,7.0,1.0,49.0,1,0,3,0,1,Accident case
461,Udupi,5.0,7.0,0.0,28.0,0,0,1,1,2,Accident case
462,Udupi,5.0,7.0,1.0,39.0,1,0,3,0,1,Other case
463,Kota,4.0,7.0,0.0,26.0,0,0,0,1,2,Accident case
465,Udupi,4.0,7.0,0.0,1.0,0,0,1,2,2,Other case
466,Byndoor,3.0,7.0,1.0,37.0,1,0,3,1,1,Accident case
467,Udupi,3.0,7.0,1.0,46.0,0,0,2,2,2,Jugari case
468,Udupi,3.0,7.0,0.0,24.0,1,0,4,3,1,Jugari case
469,Udupi,3.0,7.0,0.0,38.0,1,0,6,0,1,Jugari case
471,Karkala,0.0,7.0,1.0,43.0,1,0,1,1,1,Accident case
472,Karkala,2.0,7.0,0.0,32.0,1,0,1,1,1,Missing case
473,Karkala,2.0,7.0,1.0,46.0,0,0,0,1,2,Theft case
474,Manipal,5.0,7.0,0.0,39.0,1,0,1,0,1,Other case
475,Udupi,2.0,7.0,1.0,23.0,1,0,1,1,1,Accident case
476,Udupi,1.0,7.0,1.0,19.0,1,0,1,0,1,Accident case
477,Shankaranarayana,1.0,7.0,1.0,38.0,1,0,2,0,1,Accident case
478,Kollur,1.0,7.0,1.0,38.0,1,0,2,0,1,Accident case
479,Kundapur,2.0,7.0,0.0,20.0,1,0,2,0,1,Accident case
480,Manipal,0.0,7.0,0.0,39.0,1,0,1,2,1,Accident case
481,Manipal,0.0,7.0,0.0,39.0,1,0,4,1,1,Accident case
483,Hiriyadka,1.0,7.0,1.0,39.0,0,0,0,1,2,Accident case
484,Kundapur,1.0,7.0,0.0,54.0,1,0,5,1,1,Other case
485,Kundapur,1.0,7.0,0.0,1.0,1,0,2,2,1,Other case
486,Kundapur,5.0,7.0,0.0,31.0,1,0,1,0,1,Missing case
487,Kundapur,3.0,8.0,1.0,61.0,0,0,0,0,2,Accident case
488,Udupi,2.0,8.0,0.0,31.0,0,0,0,3,2,Other case
489,Udupi,2.0,8.0,0.0,39.0,1,0,3,1,1,Other case
490,Manipal,2.0,7.0,0.0,55.0,1,0,1,0,1,Other case
491,Udupi,3.0,8.0,1.0,44.0,0,1,3,5,0,Other case
492,Sirva,2.0,8.0,0.0,24.0,1,0,1,0,1,Accident case
493,Karkala,3.0,7.0,1.0,33.0,1,0,1,0,1,Theft case
494,Udupi,6.0,7.0,0.0,29.0,1,0,3,2,1,Other case
495,Kundapur,2.0,8.0,0.0,33.0,0,0,0,0,2,Accident case
496,Shankaranarayana,2.0,8.0,1.0,39.0,1,0,1,0,1,Accident case
497,Udupi,1.0,8.0,0.0,21.0,1,0,4,1,1,Other case
498,Udupi,1.0,8.0,1.0,27.0,1,0,2,0,1,Missing case
499,Karkala,1.0,8.0,1.0,39.0,1,0,1,0,1,Other case
500,Kundapur,1.0,8.0,0.0,28.0,0,0,0,0,2,Accident case
501,Kota,0.0,7.0,0.0,28.0,0,0,1,2,2,Accident case
502,Kundapur,0.0,7.0,0.0,34.0,0,1,1,1,0,Other case
504,Kundapur,6.0,7.0,1.0,39.0,0,0,0,0,2,Accident case
505,Udupi,0.0,7.0,1.0,40.0,1,0,1,0,1,Accident case
506,Kundapur,0.0,7.0,1.0,34.0,0,1,0,3,0,Other case
507,Udupi,6.0,7.0,1.0,39.0,0,1,0,2,0,Missing case
509,Hiriyadka,5.0,8.0,1.0,42.0,1,0,1,0,1,Other case
510,Kundapur,5.0,8.0,1.0,21.0,0,0,0,0,2,Accident case
511,Karkala,5.0,8.0,1.0,29.0,0,0,0,0,2,Accident case
512,Udupi,5.0,8.0,1.0,24.0,1,0,4,1,1,Other case
513,Udupi,5.0,8.0,0.0,37.0,1,0,2,2,1,Other case
514,Shankaranarayana,4.0,8.0,1.0,35.0,1,0,2,0,1,Accident case
515,Kundapur,4.0,8.0,0.0,52.0,1,0,2,0,1,Accident case
516,Udupi,3.0,8.0,0.0,36.0,1,0,3,2,1,Other case
517,Udupi,3.0,8.0,0.0,44.0,1,0,3,0,1,Accident case
518,Udupi,4.0,8.0,0.0,44.0,0,0,0,0,2,Accident case
519,Udupi,4.0,8.0,0.0,32.0,0,0,0,1,2,Other case
520,Kundapur,3.0,8.0,1.0,39.0,0,0,0,0,2,Accident case
523,Karkala,5.0,8.0,1.0,28.0,1,0,3,1,1,Missing case
524,Udupi,3.0,8.0,0.0,20.0,1,0,2,0,1,Other case
525,Udupi,3.0,8.0,0.0,27.0,1,0,2,1,1,Accident case
526,Udupi,2.0,8.0,0.0,79.0,1,0,4,2,1,Theft case
527,Kota,3.0,8.0,0.0,36.0,0,0,0,0,2,Other case
528,Kota,2.0,8.0,1.0,39.0,0,0,0,1,2,Accident case
529,Byndoor,6.0,8.0,0.0,14.0,0,0,1,2,2,Accident case
530,Kollur,2.0,8.0,0.0,42.0,1,0,6,1,1,Accident case
531,Udupi,2.0,8.0,1.0,39.0,0,0,0,0,2,Accident case
532,Kundapur,2.0,8.0,0.0,63.0,0,0,0,0,2,Accident case
533,Karkala,1.0,8.0,0.0,30.0,0,0,0,0,2,Accident case
534,Udupi,5.0,8.0,1.0,16.0,0,0,0,0,2,Other case
535,Karkala,1.0,8.0,1.0,39.0,0,1,0,2,0,Other case
536,Karkala,1.0,8.0,1.0,58.0,1,0,1,0,1,Other case
537,Udupi,1.0,8.0,0.0,40.0,0,0,2,1,2,Accident case
538,Manipal,1.0,8.0,0.0,52.0,1,0,1,1,1,Missing case
540,Kundapur,0.0,8.0,0.0,42.0,0,0,0,0,2,Accident case
541,Byndoor,6.0,8.0,1.0,25.0,0,0,1,1,2,Accident case
542,Kundapur,0.0,8.0,0.0,34.0,0,0,0,0,2,Jugari case
543,Kota,0.0,8.0,0.0,56.0,0,0,2,1,2,Accident case
544,Kota,0.0,8.0,1.0,35.0,0,0,0,0,2,Accident case
545,Kundapur,6.0,8.0,1.0,39.0,0,0,0,0,2,Other case
546,Kundapur,6.0,8.0,0.0,50.0,1,0,2,0,1,Accident case
547,Udupi,2.0,7.0,0.0,35.0,0,0,2,1,2,Missing case
548,Udupi,4.0,8.0,0.0,26.0,0,0,0,0,2,Theft case
549,Udupi,0.0,9.0,0.0,39.0,0,0,0,0,2,Other case
550,Udupi,5.0,8.0,1.0,52.0,1,0,1,0,1,Accident case
551,Byndoor,6.0,8.0,1.0,24.0,1,0,1,0,1,Accident case
552,Udupi,6.0,8.0,0.0,47.0,0,0,0,0,2,Accident case
553,Karkala,2.0,7.0,1.0,30.0,0,0,0,0,2,Accident case
554,Kundapur,2.0,7.0,0.0,61.0,0,1,0,3,0,Accident case
555,Udupi,6.0,8.0,0.0,57.0,0,1,0,1,0,Accident case
556,Byndoor,6.0,8.0,0.0,36.0,0,0,0,1,2,Accident case
557,Kota,5.0,8.0,1.0,20.0,0,0,0,3,2,Accident case
558,Hebri,5.0,8.0,0.0,33.0,0,0,0,1,2,Accident case
559,Amasebailu,5.0,8.0,0.0,45.0,0,1,1,2,0,Other case
560,Karkala,0.0,8.0,0.0,28.0,0,0,0,1,2,Accident case
561,Karkala,2.0,7.0,0.0,56.0,1,0,2,2,1,Other case
562,Shankaranarayana,4.0,8.0,1.0,48.0,0,0,2,1,2,Other case
563,Udupi,4.0,8.0,1.0,42.0,0,0,0,2,2,Accident case
564,Kundapur,5.0,8.0,1.0,54.0,1,0,1,0,1,Other case
565,Kundapur,4.0,8.0,1.0,36.0,1,0,1,0,1,Other case
566,Manipal,3.0,8.0,0.0,39.0,1,0,3,0,1,Accident case
567,Kota,6.0,8.0,0.0,50.0,1,0,1,1,1,Missing case
568,Kundapur,2.0,8.0,0.0,37.0,1,0,1,0,1,Other case
569,Udupi,3.0,8.0,0.0,25.0,1,0,1,0,1,Accident case
570,Karkala,1.0,8.0,0.0,21.0,0,1,2,2,0,Accident case
571,Udupi,3.0,8.0,0.0,52.0,1,0,1,0,1,Accident case
572,Udupi,3.0,8.0,1.0,24.0,1,0,3,1,1,Accident case
573,Udupi,1.0,8.0,0.0,75.0,1,0,1,3,1,Other case
575,Karkala,2.0,8.0,1.0,38.0,0,0,0,0,2,Accident case
576,Byndoor,1.0,8.0,0.0,26.0,1,0,1,0,1,Accident case
577,Udupi,2.0,8.0,1.0,39.0,0,0,0,0,2,Other case
578,Byndoor,2.0,8.0,0.0,46.0,1,0,4,2,1,Theft case
579,Manipal,1.0,8.0,1.0,41.0,1,0,3,1,1,Accident case
580,Kundapur,4.0,9.0,1.0,39.0,0,0,0,0,2,Accident case
581,Kundapur,4.0,9.0,0.0,38.0,1,0,2,0,1,Accident case
582,Kundapur,1.0,9.0,0.0,25.0,1,0,2,0,1,Other case
583,Karkala,4.0,9.0,1.0,39.0,1,0,1,1,1,Jugari case
584,Karkala,1.0,9.0,1.0,29.0,0,1,2,2,0,Missing case
586,Udupi,2.0,9.0,0.0,17.0,1,0,3,0,1,Missing case
588,Shankaranarayana,3.0,9.0,0.0,56.0,1,0,2,0,1,Accident case
589,Ajekar,3.0,9.0,0.0,51.0,1,0,3,0,1,Accident case
590,Udupi,3.0,9.0,0.0,33.0,1,0,3,0,1,Accident case
591,Amasebailu,2.0,9.0,1.0,34.0,1,0,2,1,1,Theft case
593,Udupi,2.0,9.0,1.0,25.0,0,0,1,1,2,Accident case
594,Kundapur,2.0,9.0,1.0,34.0,0,0,0,0,2,Accident case
595,Amasebailu,0.0,8.0,0.0,46.0,0,0,0,2,2,Accident case
596,Kota,2.0,9.0,1.0,42.0,1,0,4,0,1,Accident case
597,Kundapur,2.0,9.0,0.0,45.0,1,0,2,2,1,Jugari case
598,Byndoor,2.0,9.0,1.0,31.0,0,0,7,1,2,Jugari case
599,Hiriyadka,1.0,9.0,1.0,36.0,1,0,3,2,1,Other case
600,Udupi,3.0,8.0,0.0,38.0,1,0,3,1,1,Other case
604,Karkala,5.0,9.0,1.0,25.0,0,0,2,1,2,Accident case
605,Karkala,1.0,9.0,0.0,44.0,1,0,1,1,1,Accident case
607,Udupi,1.0,8.0,1.0,57.0,0,0,0,0,2,Theft case
608,Byndoor,1.0,10.0,1.0,39.0,0,0,1,2,2,Accident case
609,Udupi,2.0,10.0,1.0,29.0,1,0,1,1,1,Accident case
610,Kota,2.0,10.0,1.0,69.0,1,0,1,1,1,Other case
611,Udupi,0.0,10.0,1.0,40.0,0,1,2,3,0,Theft case
612,Udupi,2.0,10.0,0.0,70.0,0,0,0,0,2,Accident case
613,Hebri,6.0,10.0,0.0,31.0,1,0,3,3,1,Accident case
614,Sirva,1.0,10.0,1.0,46.0,1,0,2,0,1,Jugari case
615,Udupi,1.0,10.0,0.0,43.0,0,0,0,0,2,Jugari case
616,Udupi,1.0,10.0,1.0,39.0,0,0,0,0,2,Jugari case
617,Udupi,6.0,10.0,1.0,52.0,0,0,0,3,2,Accident case
618,Manipal,1.0,10.0,1.0,43.0,1,0,4,0,1,Accident case
619,Kundapur,2.0,7.0,0.0,34.0,1,0,1,1,1,Fraud case
620,Byndoor,0.0,10.0,0.0,39.0,1,0,1,2,1,Missing case
621,Udupi,0.0,10.0,0.0,39.0,0,1,0,1,0,Theft case
622,Udupi,3.0,9.0,0.0,43.0,1,0,2,1,1,Other case
623,Byndoor,1.0,10.0,1.0,30.0,0,0,3,5,2,Other case
624,Kota,6.0,10.0,1.0,49.0,1,0,1,1,1,Missing case
626,Hebri,0.0,10.0,1.0,33.0,0,0,0,1,2,Accident case
627,Kundapur,0.0,10.0,0.0,39.0,0,0,0,0,2,Accident case
628,Udupi,0.0,10.0,1.0,39.0,1,0,1,0,1,Jugari case
629,Hebri,3.0,9.0,1.0,53.0,0,0,0,0,2,Other case
630,Udupi,2.0,7.0,1.0,49.0,1,0,3,0,1,Accident case
631,Udupi,6.0,10.0,1.0,42.0,0,0,2,1,2,Other case
632,Karkala,4.0,9.0,1.0,31.0,1,0,1,0,1,Accident case
633,Karkala,6.0,10.0,0.0,52.0,0,0,0,0,2,Accident case
634,Udupi,5.0,9.0,0.0,41.0,1,0,2,0,1,Missing case
635,Kundapur,6.0,10.0,1.0,36.0,1,0,2,2,1,Other case
636,Kundapur,5.0,9.0,1.0,42.0,0,0,0,0,2,Accident case
637,Kundapur,6.0,10.0,0.0,39.0,0,0,0,0,2,Accident case
638,Hiriyadka,6.0,10.0,1.0,1.0,1,0,2,0,1,Other case
639,Udupi,0.0,10.0,0.0,52.0,0,0,2,1,2,Accident case
640,Udupi,0.0,10.0,0.0,39.0,1,0,2,2,1,Accident case
641,Byndoor,2.0,7.0,0.0,50.0,0,0,0,0,2,Accident case
642,Kundapur,6.0,10.0,0.0,38.0,1,0,1,0,1,Accident case
643,Karkala,6.0,10.0,1.0,49.0,0,0,0,2,2,Other case
644,Kundapur,6.0,10.0,1.0,21.0,0,0,0,0,2,Accident case
645,Manipal,6.0,10.0,1.0,39.0,0,0,0,0,2,Accident case
646,Hebri,6.0,10.0,0.0,50.0,0,0,0,2,2,Accident case
647,Kollur,5.0,7.0,0.0,34.0,1,0,1,0,1,Other case
648,Kundapur,5.0,10.0,1.0,20.0,1,0,1,0,1,Accident case
649,Udupi,6.0,9.0,0.0,48.0,1,0,2,1,1,Fraud case
650,Byndoor,5.0,10.0,1.0,34.0,1,0,2,0,1,Other case
651,Udupi,3.0,10.0,1.0,36.0,0,1,0,1,0,Accident case
652,Manipal,4.0,10.0,0.0,39.0,1,0,2,0,1,Accident case
654,Udupi,1.0,9.0,0.0,40.0,1,0,1,0,1,Accident case
655,Sirva,3.0,10.0,1.0,39.0,1,0,3,0,1,Other case
656,Hebri,3.0,10.0,0.0,45.0,1,0,1,1,1,Jugari case
657,Byndoor,3.0,10.0,0.0,34.0,1,0,2,1,1,Jugari case
658,Udupi,3.0,10.0,0.0,55.0,0,0,1,1,2,Accident case
659,Karkala,3.0,10.0,1.0,39.0,0,1,0,1,0,Accident case
660,Udupi,3.0,10.0,1.0,55.0,1,0,2,0,1,Accident case
661,Byndoor,2.0,7.0,0.0,19.0,0,0,0,0,2,Accident case
662,Kundapur,2.0,10.0,1.0,31.0,0,0,1,3,2,Accident case
663,Kundapur,3.0,10.0,0.0,1.0,1,0,2,2,1,Other case
664,Kundapur,4.0,10.0,0.0,65.0,0,0,0,1,2,Theft case
665,Byndoor,5.0,10.0,1.0,39.0,0,0,2,1,2,Jugari case
666,Kundapur,4.0,10.0,1.0,38.0,0,0,2,2,2,Other case
667,Ajekar,3.0,10.0,0.0,45.0,1,0,1,4,1,Accident case
668,Udupi,4.0,10.0,0.0,21.0,0,0,0,0,2,Accident case
669,Udupi,5.0,10.0,1.0,36.0,0,0,0,3,2,Accident case
670,Karkala,3.0,10.0,0.0,20.0,0,0,1,1,2,Accident case
671,Kollur,2.0,10.0,0.0,70.0,1,0,1,1,1,Accident case
672,Udupi,4.0,10.0,0.0,39.0,1,0,2,0,1,Jugari case
673,Kundapur,4.0,10.0,1.0,40.0,1,0,2,2,1,Other case
674,Byndoor,3.0,10.0,1.0,27.0,0,0,0,0,2,Other case
675,Udupi,3.0,10.0,1.0,75.0,1,0,1,0,1,Other case
676,Udupi,1.0,10.0,1.0,37.0,1,0,4,0,1,Accident case
677,Kota,2.0,10.0,0.0,67.0,0,0,0,1,2,Accident case
678,Byndoor,3.0,10.0,1.0,26.0,1,0,1,2,1,Other case
679,Udupi,2.0,10.0,0.0,45.0,1,0,5,0,1,Accident case
680,Kota,2.0,10.0,0.0,67.0,0,0,0,3,2,Accident case
681,Sirva,2.0,10.0,1.0,33.0,1,0,2,0,1,Accident case
682,Shankaranarayana,3.0,10.0,0.0,38.0,0,1,0,1,0,Accident case
683,Shankaranarayana,3.0,10.0,1.0,39.0,0,0,0,0,2,Accident case
684,Kundapur,3.0,10.0,0.0,30.0,1,0,1,0,1,Jugari case
685,Kundapur,3.0,10.0,1.0,45.0,1,0,2,0,1,Jugari case
686,Ajekar,3.0,10.0,0.0,34.0,0,0,0,2,2,Other case
687,Manipal,1.0,10.0,1.0,39.0,1,0,2,0,1,Accident case
688,Kundapur,2.0,10.0,1.0,56.0,0,0,0,0,2,Accident case
689,Brahmavara,1.0,10.0,0.0,29.0,1,0,4,0,1,Accident case
690,Udupi,5.0,10.0,0.0,66.0,0,1,1,1,0,Accident case
691,Karkala,1.0,10.0,0.0,31.0,0,1,0,1,0,Theft case
692,Udupi,0.0,8.0,0.0,52.0,0,0,0,0,2,Other case
693,Manipal,2.0,10.0,1.0,30.0,0,0,1,1,2,Accident case
694,Manipal,1.0,10.0,0.0,46.0,1,0,1,1,1,Accident case
695,Udupi,2.0,10.0,0.0,41.0,1,0,1,1,1,Accident case
696,Shankaranarayana,0.0,10.0,1.0,26.0,0,0,1,1,2,Accident case
697,Hebri,1.0,10.0,0.0,49.0,1,0,1,4,1,Accident case
699,Ajekar,2.0,7.0,1.0,29.0,0,0,0,2,2,Theft case
700,Kundapur,1.0,10.0,1.0,21.0,0,0,0,1,2,Other case
701,Udupi,0.0,10.0,0.0,40.0,0,1,7,3,0,Fraud case
702,Byndoor,0.0,10.0,1.0,35.0,1,0,1,0,1,Accident case
703,Byndoor,0.0,10.0,1.0,33.0,0,0,0,0,2,Accident case
704,Kota,0.0,10.0,0.0,36.0,1,0,1,0,1,Accident case
705,Udupi,1.0,10.0,0.0,50.0,0,0,1,1,2,Accident case
706,Byndoor,3.0,11.0,1.0,39.0,1,0,3,0,1,Other case
707,Kundapur,2.0,6.0,0.0,34.0,1,0,1,1,1,Other case
708,Sirva,6.0,11.0,0.0,37.0,0,1,0,1,0,Other case
709,Udupi,5.0,2.0,0.0,27.0,0,0,0,1,2,Other case
710,Udupi,6.0,11.0,0.0,39.0,1,0,4,0,1,Other case
712,Kundapur,1.0,11.0,1.0,39.0,1,0,1,0,1,Accident case
713,Shankaranarayana,2.0,11.0,0.0,36.0,0,0,0,0,2,Accident case
714,Karkala,0.0,10.0,0.0,38.0,1,0,3,0,1,Other case
715,Amasebailu,2.0,11.0,0.0,39.0,0,0,0,0,2,Other case
716,Udupi,0.0,11.0,0.0,35.0,1,0,2,1,1,Other case
717,Udupi,1.0,11.0,0.0,29.0,0,0,1,4,2,Other case
718,Udupi,1.0,11.0,0.0,60.0,1,0,2,2,1,Other case
719,Karkala,6.0,11.0,1.0,36.0,1,0,2,0,1,Accident case
720,Udupi,1.0,11.0,1.0,30.0,1,0,3,1,1,Accident case
721,Karkala,1.0,11.0,1.0,51.0,1,0,1,0,1,Accident case
722,Sirva,1.0,11.0,0.0,51.0,1,0,2,1,1,Theft case
723,Udupi,0.0,11.0,0.0,41.0,1,0,1,1,1,Other case
724,Udupi,1.0,11.0,0.0,60.0,0,0,0,0,2,Other case
725,Udupi,1.0,11.0,0.0,39.0,1,0,1,0,1,Other case
726,Kundapur,0.0,11.0,1.0,50.0,0,0,0,0,2,Accident case
727,Hiriyadka,6.0,11.0,1.0,23.0,0,0,1,1,2,Accident case
728,Kundapur,0.0,11.0,0.0,49.0,1,0,1,0,1,Jugari case
729,Manipal,2.0,11.0,0.0,59.0,1,0,6,2,1,Accident case
730,Kundapur,1.0,11.0,1.0,18.0,0,0,0,0,2,Accident case
731,Udupi,4.0,11.0,0.0,63.0,1,0,1,1,1,Missing case
733,Kundapur,2.0,11.0,0.0,45.0,0,0,0,1,2,Accident case
734,Kundapur,1.0,11.0,0.0,30.0,0,0,0,0,2,Jugari case
735,Udupi,1.0,11.0,0.0,45.0,1,0,6,0,1,Other case
736,Udupi,3.0,12.0,0.0,39.0,0,1,0,2,0,Other case
737,Kundapur,0.0,11.0,0.0,45.0,0,0,0,0,2,Accident case
738,Kundapur,1.0,8.0,1.0,46.0,1,0,1,0,1,Accident case
739,Karkala,0.0,11.0,1.0,33.0,1,0,2,3,1,Other case
740,Shankaranarayana,6.0,11.0,0.0,19.0,1,0,1,0,1,Accident case
741,Shankaranarayana,0.0,11.0,0.0,40.0,0,1,1,1,0,Accident case
742,Kundapur,1.0,11.0,0.0,25.0,1,0,1,0,1,Accident case
743,Sirva,1.0,11.0,1.0,39.0,1,0,2,2,1,Other case
744,Shankaranarayana,6.0,11.0,1.0,38.0,1,0,1,0,1,Other case
745,Manipal,0.0,11.0,0.0,39.0,1,0,2,2,1,Other case
746,Byndoor,0.0,11.0,0.0,39.0,0,0,0,1,2,Accident case
747,Hebri,6.0,11.0,1.0,48.0,1,0,1,0,1,Accident case
748,Udupi,5.0,2.0,0.0,36.0,1,0,2,1,1,Missing case
750,Karkala,0.0,11.0,0.0,39.0,0,0,1,1,2,Theft case
751,Kundapur,0.0,11.0,0.0,30.0,1,0,1,1,1,Theft case
752,Udupi,0.0,11.0,0.0,27.0,1,0,1,1,1,Jugari case
753,Udupi,0.0,11.0,0.0,35.0,0,0,0,1,2,Accident case
754,Karkala,2.0,7.0,0.0,60.0,0,0,0,0,2,Accident case
755,Ajekar,5.0,11.0,0.0,64.0,1,0,2,1,1,Accident case
756,Kundapur,6.0,11.0,1.0,30.0,1,0,1,0,1,Other case
757,Sirva,2.0,11.0,0.0,27.0,0,0,0,0,2,Other case
758,Kundapur,5.0,11.0,1.0,57.0,0,0,0,0,2,Accident case
759,Byndoor,5.0,11.0,0.0,31.0,0,0,0,0,2,Other case
760,Udupi,4.0,11.0,0.0,36.0,1,0,2,0,1,Accident case
761,Hiriyadka,4.0,11.0,1.0,39.0,1,0,1,0,1,Accident case
762,Udupi,4.0,11.0,1.0,41.0,1,0,3,1,1,Accident case
763,Kundapur,5.0,11.0,1.0,71.0,1,0,2,0,1,Accident case
764,Manipal,3.0,11.0,1.0,39.0,0,0,4,1,2,Accident case
765,Udupi,3.0,11.0,0.0,40.0,1,0,4,0,1,Other case
766,Kundapur,2.0,7.0,0.0,36.0,0,0,0,0,2,Other case
767,Byndoor,5.0,11.0,1.0,21.0,0,0,0,0,2,Other case
768,Kollur,4.0,11.0,0.0,1.0,0,0,0,0,2,Fraud case
769,Shankaranarayana,3.0,11.0,1.0,37.0,1,0,2,1,1,Accident case
770,Kundapur,5.0,11.0,0.0,45.0,0,1,0,3,0,Other case
771,Byndoor,4.0,11.0,0.0,48.0,1,0,8,0,1,Accident case
772,Amasebailu,2.0,7.0,0.0,42.0,0,0,0,0,2,Other case
773,Kundapur,3.0,11.0,1.0,48.0,1,0,1,4,1,Other case
774,Karkala,3.0,11.0,1.0,55.0,0,0,0,0,2,Accident case
775,Kundapur,0.0,11.0,0.0,34.0,0,0,0,1,2,Accident case
776,Kota,5.0,11.0,0.0,40.0,1,0,1,2,1,Accident case
777,Byndoor,2.0,11.0,1.0,38.0,0,0,1,4,2,Accident case
778,Udupi,2.0,7.0,0.0,39.0,0,0,0,0,2,Other case
779,Kundapur,3.0,11.0,1.0,43.0,0,0,0,0,2,Accident case
780,Kundapur,2.0,11.0,0.0,39.0,1,0,1,1,1,Accident case
781,Hiriyadka,2.0,11.0,1.0,39.0,0,0,0,1,2,Accident case
782,Byndoor,2.0,11.0,0.0,33.0,0,0,1,3,2,Accident case
783,Udupi,2.0,11.0,1.0,29.0,0,0,1,2,2,Other case
784,Udupi,2.0,11.0,0.0,20.0,0,0,1,4,2,Other case
785,Amasebailu,1.0,11.0,0.0,44.0,1,0,2,0,1,Accident case
786,Kota,1.0,11.0,1.0,52.0,1,0,4,0,1,Accident case
